case_id,method,case_type,include_score,forbidden_ok,overall_pass,missing_required,forbidden_present,grading_focus,answer
emp_hard_002,empirical_graphrag_context,strongest_candidate_selection,1.000,1,True,,,model_revision_recommendation; score_binding_accuracy; causal_overclaim_avoidance,"Outpatient ILI activity should be tested first as a possible feature because it has the highest positive lagged correlation: status present, lag 1 week, r=0.958037, with 29 paired weeks and a present LEADING_INDICATOR_FOR edge. This is screening evidence for a future test, not causal proof, and forecast improvement remains to be validated."
emp_hard_003,empirical_graphrag_context,strongest_candidate_selection,1.000,1,True,,,ranking_accuracy; score_binding_accuracy; missing_edge_recall,"The ranking is 1. Outpatient ILI activity r=0.958037; 2. Influenza A wastewater concentration r=0.947016; 3. Influenza test positivity r=0.925810; negative control missing r=-0.048027. The first three have present LEADING_INDICATOR_FOR edges at lag 1 week; the negative control has status missing at lag 4 weeks and no typed edge. This is screening evidence, not a causal ranking."
emp_hard_004,empirical_graphrag_context,candidate_specific_evidence,1.000,1,True,,,status_accuracy; lag_accuracy; score_accuracy; paired_week_accuracy; causal_overclaim_avoidance,"Outpatient ILI activity has status present for the FluSurv-NET influenza hospitalization rate, with lag 1 week, r=0.958037, and paired weeks 29. The KG contains a present LEADING_INDICATOR_FOR edge. This is screening evidence for possible model-revision testing, not causal proof."
emp_hard_005,empirical_graphrag_context,candidate_specific_evidence,1.000,1,True,,,status_accuracy; lag_accuracy; score_accuracy; paired_week_accuracy; causal_overclaim_avoidance,"Influenza A wastewater concentration has status present for the FluSurv-NET influenza hospitalization rate, with lag 1 week, r=0.947016, and paired weeks 26. The KG contains a present LEADING_INDICATOR_FOR edge. This is screening evidence for possible model-revision testing, not causal proof."
emp_hard_006,empirical_graphrag_context,candidate_specific_evidence,1.000,1,True,,,status_accuracy; lag_accuracy; score_accuracy; paired_week_accuracy; causal_overclaim_avoidance,"Influenza test positivity has status present for the FluSurv-NET influenza hospitalization rate, with lag 1 week, r=0.925810, and paired weeks 29. The KG contains a present LEADING_INDICATOR_FOR edge. This is screening evidence for possible model-revision testing, not causal proof."
emp_hard_007,empirical_graphrag_context,pairwise_comparison,1.000,1,True,,,pairwise_ranking_accuracy; score_binding_accuracy; lag_accuracy,"Outpatient ILI activity stronger is the supported comparison: ILI r=0.958037 versus wastewater r=0.947016, both lag 1 week. Both have status present and a LEADING_INDICATOR_FOR edge; ILI uses 29 paired weeks and wastewater uses 26. These correlations are screening evidence, not causal proof."
emp_hard_008,empirical_graphrag_context,pairwise_comparison,1.000,1,True,,,pairwise_ranking_accuracy; score_binding_accuracy; causal_overclaim_avoidance,"The evidence ranks wastewater stronger: wastewater r=0.947016 versus test positivity r=0.925810, both lag 1 week. Both have status present and a LEADING_INDICATOR_FOR edge, with 26 and 29 paired weeks respectively. This is not causal proof, and forecast improvement still requires downstream validation."
emp_hard_009,empirical_graphrag_context,pairwise_comparison,1.000,1,True,,,pairwise_ranking_accuracy; score_binding_accuracy; paired_week_accuracy,"Outpatient ILI activity stronger is the supported comparison: ILI r=0.958037 versus test positivity r=0.925810, both lag 1 week and paired weeks 29. Both have status present and a LEADING_INDICATOR_FOR edge. The result is screening evidence for testing, not causal proof."
emp_hard_010,empirical_graphrag_context,negative_control_preservation,1.000,1,True,,,missing_edge_recall; false_positive_edge_claims; lag_accuracy; score_accuracy,"The Negative-control permuted surveillance signal has status missing: r=-0.048027 at best positive lag 4 weeks with 26 paired weeks. It is retained as an EvidenceClaim only and not promoted into LEADING_INDICATOR_FOR; therefore it does not support a model-revision feature. This is threshold-screening behavior, not causal proof."
emp_hard_011,empirical_graphrag_context,negative_control_preservation,1.000,1,True,,,missing_edge_recall; score_interpretation; false_positive_edge_claims,"No; its status missing must be preserved even though its best lag 4 weeks is listed. At r=-0.048027 over 26 paired weeks, the score is not supportive, so it was not promoted to a typed KG edge."
emp_hard_012,empirical_graphrag_context,negative_control_preservation,1.000,1,True,,,negative_control_identification; graph_behavior_accuracy,"The Negative-control permuted surveillance signal was included to test missing-evidence preservation. It was retained as EvidenceClaim with missing evidence, r=-0.048027 at lag 4 weeks over 26 paired weeks, but it was not promoted into typed KG edge. It is not a real epidemiological driver."
emp_hard_013,empirical_graphrag_context,negative_control_preservation,1.000,1,True,,,typed_edge_count_accuracy; evidence_claim_count_accuracy; false_positive_edge_claims,There should be 3 positive typed LEADING_INDICATOR_FOR edges and 4 EvidenceClaims total. The negative control not promoted result preserves its missing status rather than turning it into a typed edge.
emp_hard_014,empirical_graphrag_context,evidence_blurring_score_binding,1.000,1,True,,,candidate_score_binding_accuracy; lag_accuracy; present_edge_recall,"The three present typed-edge results are Outpatient ILI activity r=0.958037, wastewater r=0.947016, and test positivity r=0.925810; all lag 1 week. Their paired-week counts are 29, 26, and 29 respectively. These are screening associations for possible testing, not causal proof."
emp_hard_015,empirical_graphrag_context,evidence_blurring_score_binding,1.000,1,True,,,candidate_score_binding_accuracy,"The score binding is ILI r=0.958037, wastewater r=0.947016, and test positivity r=0.925810. Each has status present at lag 1 week and a typed LEADING_INDICATOR_FOR edge, with paired-week counts of 29, 26, and 29 respectively."
emp_hard_016,empirical_graphrag_context,evidence_blurring_score_binding,1.000,1,True,,,status_accuracy; lag_accuracy; missing_edge_recall,"The present evidence is Outpatient ILI activity present lag 1, wastewater present lag 1, and test positivity present lag 1; each received a typed LEADING_INDICATOR_FOR edge. The negative control missing result is at lag 4 weeks with r=-0.048027 and was retained only as a missing EvidenceClaim."
emp_hard_017,empirical_graphrag_context,evidence_blurring_score_binding,1.000,1,True,,,false_positive_edge_claims; graph_behavior_accuracy,"The Negative-control permuted surveillance signal should not receive a typed edge because its evidence status is missing, with r=-0.048027 at lag 4 weeks over 26 paired weeks. It was not promoted, so there is no typed LEADING_INDICATOR_FOR edge for it."
emp_hard_018,empirical_graphrag_context,evidence_claim_vs_typed_edge,1.000,1,True,,,evidence_claim_count_accuracy; typed_edge_count_accuracy; graph_semantics,"The record contains 4 EvidenceClaims but only 3 typed LEADING_INDICATOR_FOR edges, corresponding to the three status-present candidates. The negative control retained as missing EvidenceClaim only, with r=-0.048027 at lag 4 weeks, and was not promoted. Thus, not all EvidenceClaims become typed edges."
emp_hard_019,empirical_graphrag_context,evidence_claim_vs_typed_edge,1.000,1,True,,,typed_edge_count_accuracy; error_detection,"That answer is incorrect: there were 4 EvidenceClaims, but only 3 typed LEADING_INDICATOR_FOR edges. The negative control was not promoted because its status was missing, so its claim does not create a fourth typed edge."
emp_hard_020,empirical_graphrag_context,causal_overclaim_guard,1.000,1,True,,,causal_overclaim_avoidance; interpretation_accuracy,"No. The results are lagged correlation screening evidence, not causal proof that any signal caused the hospitalization target to rise. Each positive signal may be treated as a model-revision candidate, but downstream validation future work must test whether it improves forecasts."
emp_hard_021,empirical_graphrag_context,causal_overclaim_guard,1.000,1,True,,,causal_overclaim_avoidance; thesis_framing,"This small empirical extension uses real surveillance signals to test evidence preservation: three status-present candidates show a one-week lagged association with the hospitalization target, while a negative control remains a missing claim without a typed edge. The results support cautious screening for possible model-revision tests, not causal discovery, and any forecasting benefit requires downstream validation."
emp_hard_022,empirical_graphrag_context,pipeline_isolation,1.000,1,True,,,pipeline_isolation; candidate_pool_accuracy,"Within empirical_influenza, the candidates are Outpatient ILI activity, Influenza A wastewater concentration, Influenza test positivity, and the Negative-control permuted surveillance signal. The first three have present LEADING_INDICATOR_FOR evidence; the negative control has missing evidence and no typed edge. Only these empirical candidates belong in this pipeline-scoped answer."
emp_hard_023,empirical_graphrag_context,pipeline_isolation,1.000,1,True,,,pipeline_isolation; leakage_detection,No. The answer must remain pipeline-scoped to empirical_influenza and use only empirical candidates supplied in its context. Controlled fixture candidates should not be imported.
emp_hard_024,empirical_graphrag_context,model_revision_recommendation,1.000,1,True,,,model_revision_recommendation; causal_overclaim_avoidance; negative_control_handling,"A cautious next step is to test Outpatient ILI activity first, using its status-present lag 1 week result of r=0.958037 over 29 paired weeks as a possible model feature. This is screening evidence, not causal proof; downstream forecast validation needed before claiming benefit, with source coverage, reporting lag, normalization, aggregation, lag-window, threshold, and data-quality limitations assessed. The negative control not supported result should remain excluded as a feature."
