case_id,case_type,top_k,coverage,all_required_terms_present,missing_terms_json,retrieved_chunk_ids,retrieved_chunk_titles,question
resp_exp_010,missing_exact_binding,7,1.000,True,[],"[""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_001_methods"", ""resp_exp_text_chunk_final_constraints""]","[""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 5"", ""Respiratory expansion screening method notes"", ""Interpretation constraints""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater Influenza A viral activity' and target 'FluSurv-NET influenza hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_011,missing_exact_binding,1,0.571,False,"[""lag=2"", ""r=0.022977"", ""paired_weeks=328""]","[""resp_exp_text_chunk_003_memo""]","[""Mixed respiratory evidence memo fragment 2""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Deterministic negative-control surveillance signal' and target 'COVID-NET COVID-19 hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_011,missing_exact_binding,2,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_005_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 4""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Deterministic negative-control surveillance signal' and target 'COVID-NET COVID-19 hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_011,missing_exact_binding,3,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Deterministic negative-control surveillance signal' and target 'COVID-NET COVID-19 hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_011,missing_exact_binding,5,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_006_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 5""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Deterministic negative-control surveillance signal' and target 'COVID-NET COVID-19 hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_011,missing_exact_binding,7,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_001_methods"", ""resp_exp_text_chunk_final_constraints""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 5"", ""Respiratory expansion screening method notes"", ""Interpretation constraints""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Deterministic negative-control surveillance signal' and target 'COVID-NET COVID-19 hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_012,missing_exact_binding,1,0.857,False,"[""r=-0.028546""]","[""resp_exp_text_chunk_005_memo""]","[""Mixed respiratory evidence memo fragment 4""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater Influenza A viral activity' and target 'COVID-NET COVID-19 hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_012,missing_exact_binding,2,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater Influenza A viral activity' and target 'COVID-NET COVID-19 hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_012,missing_exact_binding,3,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_003_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 2""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater Influenza A viral activity' and target 'COVID-NET COVID-19 hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_012,missing_exact_binding,5,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_006_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 5""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater Influenza A viral activity' and target 'COVID-NET COVID-19 hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_012,missing_exact_binding,7,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_001_methods"", ""resp_exp_text_chunk_final_constraints""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 5"", ""Respiratory expansion screening method notes"", ""Interpretation constraints""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater Influenza A viral activity' and target 'COVID-NET COVID-19 hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_013,missing_exact_binding,1,0.857,False,"[""r=-0.026794""]","[""resp_exp_text_chunk_005_memo""]","[""Mixed respiratory evidence memo fragment 4""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater RSV viral activity' and target 'COVID-NET COVID-19 hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_013,missing_exact_binding,2,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater RSV viral activity' and target 'COVID-NET COVID-19 hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_013,missing_exact_binding,3,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_003_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 2""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater RSV viral activity' and target 'COVID-NET COVID-19 hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_013,missing_exact_binding,5,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_006_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 5""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater RSV viral activity' and target 'COVID-NET COVID-19 hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_013,missing_exact_binding,7,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_001_methods"", ""resp_exp_text_chunk_final_constraints""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 5"", ""Respiratory expansion screening method notes"", ""Interpretation constraints""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater RSV viral activity' and target 'COVID-NET COVID-19 hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_014,missing_exact_binding,1,0.571,False,"[""lag=4"", ""r=0.008404"", ""paired_weeks=352""]","[""resp_exp_text_chunk_005_memo""]","[""Mixed respiratory evidence memo fragment 4""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Deterministic negative-control surveillance signal' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_014,missing_exact_binding,2,0.714,False,"[""r=0.008404"", ""paired_weeks=352""]","[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_003_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 2""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Deterministic negative-control surveillance signal' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_014,missing_exact_binding,3,0.714,False,"[""r=0.008404"", ""paired_weeks=352""]","[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_004_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 3""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Deterministic negative-control surveillance signal' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_014,missing_exact_binding,5,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_002_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 5"", ""Mixed respiratory evidence memo fragment 1""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Deterministic negative-control surveillance signal' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_014,missing_exact_binding,7,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_001_methods"", ""resp_exp_text_chunk_final_constraints""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 5"", ""Mixed respiratory evidence memo fragment 1"", ""Respiratory expansion screening method notes"", ""Interpretation constraints""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Deterministic negative-control surveillance signal' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_015,missing_exact_binding,1,1.000,True,[],"[""resp_exp_text_chunk_005_memo""]","[""Mixed respiratory evidence memo fragment 4""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater SARS-CoV-2 viral activity' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_015,missing_exact_binding,2,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_003_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 2""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater SARS-CoV-2 viral activity' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_015,missing_exact_binding,3,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater SARS-CoV-2 viral activity' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_015,missing_exact_binding,5,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_006_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 5""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater SARS-CoV-2 viral activity' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_015,missing_exact_binding,7,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_001_methods"", ""resp_exp_text_chunk_final_constraints""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 5"", ""Respiratory expansion screening method notes"", ""Interpretation constraints""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater SARS-CoV-2 viral activity' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_016,missing_exact_binding,1,1.000,True,[],"[""resp_exp_text_chunk_005_memo""]","[""Mixed respiratory evidence memo fragment 4""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater Influenza A viral activity' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_016,missing_exact_binding,2,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater Influenza A viral activity' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_016,missing_exact_binding,3,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_002_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 1""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater Influenza A viral activity' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_016,missing_exact_binding,5,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_006_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 5""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater Influenza A viral activity' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_016,missing_exact_binding,7,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_001_methods"", ""resp_exp_text_chunk_final_constraints""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 5"", ""Respiratory expansion screening method notes"", ""Interpretation constraints""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater Influenza A viral activity' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_017,missing_exact_binding,1,1.000,True,[],"[""resp_exp_text_chunk_005_memo""]","[""Mixed respiratory evidence memo fragment 4""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater RSV viral activity' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_017,missing_exact_binding,2,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater RSV viral activity' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_017,missing_exact_binding,3,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_003_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 2""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater RSV viral activity' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_017,missing_exact_binding,5,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_006_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 5""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater RSV viral activity' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_017,missing_exact_binding,7,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_001_methods"", ""resp_exp_text_chunk_final_constraints""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 5"", ""Respiratory expansion screening method notes"", ""Interpretation constraints""]","Give the exact evidence binding for the unpromoted claim involving candidate 'Wastewater RSV viral activity' and target 'RSV-NET RSV hospitalization rate'. Use the format candidate -> target: lag=..., r=..., paired_weeks=..., evidence_status=..., edge_type=...."
resp_exp_018,strongest_promoted_by_target,1,1.000,True,[],"[""resp_exp_text_chunk_002_memo""]","[""Mixed respiratory evidence memo fragment 1""]","Among promoted typed edges for the influenza hospitalization target, which candidate has the strongest Pearson correlation? Return the exact candidate, target, lag, r, paired_weeks, evidence_status, and edge_type."
resp_exp_018,strongest_promoted_by_target,2,1.000,True,[],"[""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo""]","[""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3""]","Among promoted typed edges for the influenza hospitalization target, which candidate has the strongest Pearson correlation? Return the exact candidate, target, lag, r, paired_weeks, evidence_status, and edge_type."
resp_exp_018,strongest_promoted_by_target,3,1.000,True,[],"[""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_003_memo""]","[""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 2""]","Among promoted typed edges for the influenza hospitalization target, which candidate has the strongest Pearson correlation? Return the exact candidate, target, lag, r, paired_weeks, evidence_status, and edge_type."
resp_exp_018,strongest_promoted_by_target,5,1.000,True,[],"[""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_006_memo""]","[""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 5""]","Among promoted typed edges for the influenza hospitalization target, which candidate has the strongest Pearson correlation? Return the exact candidate, target, lag, r, paired_weeks, evidence_status, and edge_type."
resp_exp_018,strongest_promoted_by_target,7,1.000,True,[],"[""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_001_methods"", ""resp_exp_text_chunk_final_constraints""]","[""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 5"", ""Respiratory expansion screening method notes"", ""Interpretation constraints""]","Among promoted typed edges for the influenza hospitalization target, which candidate has the strongest Pearson correlation? Return the exact candidate, target, lag, r, paired_weeks, evidence_status, and edge_type."
resp_exp_019,strongest_promoted_by_target,1,0.571,False,"[""Wastewater SARS-CoV-2 viral activity"", ""r=0.883280"", ""edge_type=CONCURRENT_INDICATOR_FOR""]","[""resp_exp_text_chunk_004_memo""]","[""Mixed respiratory evidence memo fragment 3""]","Among promoted typed edges for the covid hospitalization target, which candidate has the strongest Pearson correlation? Return the exact candidate, target, lag, r, paired_weeks, evidence_status, and edge_type."
resp_exp_019,strongest_promoted_by_target,2,0.857,False,"[""r=0.883280""]","[""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_002_memo""]","[""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 1""]","Among promoted typed edges for the covid hospitalization target, which candidate has the strongest Pearson correlation? Return the exact candidate, target, lag, r, paired_weeks, evidence_status, and edge_type."
resp_exp_019,strongest_promoted_by_target,3,0.857,False,"[""r=0.883280""]","[""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_005_memo""]","[""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 4""]","Among promoted typed edges for the covid hospitalization target, which candidate has the strongest Pearson correlation? Return the exact candidate, target, lag, r, paired_weeks, evidence_status, and edge_type."
resp_exp_019,strongest_promoted_by_target,5,1.000,True,[],"[""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_006_memo""]","[""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 5""]","Among promoted typed edges for the covid hospitalization target, which candidate has the strongest Pearson correlation? Return the exact candidate, target, lag, r, paired_weeks, evidence_status, and edge_type."
resp_exp_019,strongest_promoted_by_target,7,1.000,True,[],"[""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_final_constraints"", ""resp_exp_text_chunk_001_methods""]","[""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 5"", ""Interpretation constraints"", ""Respiratory expansion screening method notes""]","Among promoted typed edges for the covid hospitalization target, which candidate has the strongest Pearson correlation? Return the exact candidate, target, lag, r, paired_weeks, evidence_status, and edge_type."
resp_exp_020,strongest_promoted_by_target,1,1.000,True,[],"[""resp_exp_text_chunk_004_memo""]","[""Mixed respiratory evidence memo fragment 3""]","Among promoted typed edges for the rsv hospitalization target, which candidate has the strongest Pearson correlation? Return the exact candidate, target, lag, r, paired_weeks, evidence_status, and edge_type."
resp_exp_020,strongest_promoted_by_target,2,1.000,True,[],"[""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_005_memo""]","[""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 4""]","Among promoted typed edges for the rsv hospitalization target, which candidate has the strongest Pearson correlation? Return the exact candidate, target, lag, r, paired_weeks, evidence_status, and edge_type."
resp_exp_020,strongest_promoted_by_target,3,1.000,True,[],"[""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_002_memo""]","[""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 1""]","Among promoted typed edges for the rsv hospitalization target, which candidate has the strongest Pearson correlation? Return the exact candidate, target, lag, r, paired_weeks, evidence_status, and edge_type."
